virtual_analog_id,parent_smiles,chembl_id_metabolite,metabolite_smiles
66,CCC1=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C1,CHEMBL3287939,CC(C)CC(NC(=O)CN1C=CC2=CC=CC=C2C1=O)B(O)O
66,CCC1=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C1,CHEMBL3287943,CC(C)CC(NC(=O)CN1C=CC2=CC=C(Br)C=C2C1=O)B(O)O
67,C=CCC1=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C1,CHEMBL2385810,CC(C)CC(NC(=O)CN1C=CC=CC1=O)B(O)O
67,C=CCC1=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C1,CHEMBL2385811,CCN(CC)C1=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C1
67,C=CCC1=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C1,CHEMBL2385817,CC(C)CC(NC(=O)CN1C=CC2=NC=CC=C2C1=O)B(O)O
67,C=CCC1=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C1,CHEMBL2385819,CC(C)CC(NC(=O)CN1C=C(Br)C2=NC=CC=C2C1=O)B(O)O
67,C=CCC1=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C1,CHEMBL2385820,CC(C)CC(NC(=O)CN1C=CC2=C(CCCN2C)C1=O)B(O)O
67,C=CCC1=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C1,CHEMBL3287939,CC(C)CC(NC(=O)CN1C=CC2=CC=CC=C2C1=O)B(O)O
67,C=CCC1=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C1,CHEMBL3287943,CC(C)CC(NC(=O)CN1C=CC2=CC=C(Br)C=C2C1=O)B(O)O
68,C=CCN(CC)C1=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C1,CHEMBL2385810,CC(C)CC(NC(=O)CN1C=CC=CC1=O)B(O)O
68,C=CCN(CC)C1=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C1,CHEMBL2385811,CCN(CC)C1=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C1
68,C=CCN(CC)C1=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C1,CHEMBL2385812,CC(C)CC(NC(=O)CN1C=CC(N2CCOCC2)=CC1=O)B(O)O
68,C=CCN(CC)C1=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C1,CHEMBL2385813,CC(C)CC(NC(=O)CN1C=CC(N2CCCCC2)=CC1=O)B(O)O
68,C=CCN(CC)C1=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C1,CHEMBL2385816,C=CCN1CCN(C2=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C2)CC1
69,CCN1CCN(C2=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C2)CC1,CHEMBL2385810,CC(C)CC(NC(=O)CN1C=CC=CC1=O)B(O)O
69,CCN1CCN(C2=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C2)CC1,CHEMBL2385811,CCN(CC)C1=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C1
69,CCN1CCN(C2=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C2)CC1,CHEMBL2385812,CC(C)CC(NC(=O)CN1C=CC(N2CCOCC2)=CC1=O)B(O)O
69,CCN1CCN(C2=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C2)CC1,CHEMBL2385813,CC(C)CC(NC(=O)CN1C=CC(N2CCCCC2)=CC1=O)B(O)O
69,CCN1CCN(C2=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C2)CC1,CHEMBL2385816,C=CCN1CCN(C2=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C2)CC1
70,CCN(CC)N1CCN(C2=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C2)CC1,CHEMBL2385810,CC(C)CC(NC(=O)CN1C=CC=CC1=O)B(O)O
70,CCN(CC)N1CCN(C2=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C2)CC1,CHEMBL2385811,CCN(CC)C1=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C1
70,CCN(CC)N1CCN(C2=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C2)CC1,CHEMBL2385812,CC(C)CC(NC(=O)CN1C=CC(N2CCOCC2)=CC1=O)B(O)O
70,CCN(CC)N1CCN(C2=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C2)CC1,CHEMBL2385813,CC(C)CC(NC(=O)CN1C=CC(N2CCCCC2)=CC1=O)B(O)O
70,CCN(CC)N1CCN(C2=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C2)CC1,CHEMBL2385816,C=CCN1CCN(C2=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C2)CC1
71,CC(C)CC(NC(=O)CN1C=CC(N2CCN(N3CCCCC3)CC2)=CC1=O)B(O)O,CHEMBL2385810,CC(C)CC(NC(=O)CN1C=CC=CC1=O)B(O)O
71,CC(C)CC(NC(=O)CN1C=CC(N2CCN(N3CCCCC3)CC2)=CC1=O)B(O)O,CHEMBL2385811,CCN(CC)C1=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C1
71,CC(C)CC(NC(=O)CN1C=CC(N2CCN(N3CCCCC3)CC2)=CC1=O)B(O)O,CHEMBL2385812,CC(C)CC(NC(=O)CN1C=CC(N2CCOCC2)=CC1=O)B(O)O
71,CC(C)CC(NC(=O)CN1C=CC(N2CCN(N3CCCCC3)CC2)=CC1=O)B(O)O,CHEMBL2385813,CC(C)CC(NC(=O)CN1C=CC(N2CCCCC2)=CC1=O)B(O)O
71,CC(C)CC(NC(=O)CN1C=CC(N2CCN(N3CCCCC3)CC2)=CC1=O)B(O)O,CHEMBL2385816,C=CCN1CCN(C2=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C2)CC1
72,CC(C)CC(NC(=O)CN1C=CC(N2CCN(N3CCOCC3)CC2)=CC1=O)B(O)O,CHEMBL2385810,CC(C)CC(NC(=O)CN1C=CC=CC1=O)B(O)O
72,CC(C)CC(NC(=O)CN1C=CC(N2CCN(N3CCOCC3)CC2)=CC1=O)B(O)O,CHEMBL2385811,CCN(CC)C1=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C1
72,CC(C)CC(NC(=O)CN1C=CC(N2CCN(N3CCOCC3)CC2)=CC1=O)B(O)O,CHEMBL2385812,CC(C)CC(NC(=O)CN1C=CC(N2CCOCC2)=CC1=O)B(O)O
72,CC(C)CC(NC(=O)CN1C=CC(N2CCN(N3CCOCC3)CC2)=CC1=O)B(O)O,CHEMBL2385813,CC(C)CC(NC(=O)CN1C=CC(N2CCCCC2)=CC1=O)B(O)O
72,CC(C)CC(NC(=O)CN1C=CC(N2CCN(N3CCOCC3)CC2)=CC1=O)B(O)O,CHEMBL2385816,C=CCN1CCN(C2=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C2)CC1
73,CC(C)CC(NC(=O)CN1C=CC(N2CCNCC2)=CC1=O)B(O)O,CHEMBL2385810,CC(C)CC(NC(=O)CN1C=CC=CC1=O)B(O)O
73,CC(C)CC(NC(=O)CN1C=CC(N2CCNCC2)=CC1=O)B(O)O,CHEMBL2385811,CCN(CC)C1=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C1
73,CC(C)CC(NC(=O)CN1C=CC(N2CCNCC2)=CC1=O)B(O)O,CHEMBL2385812,CC(C)CC(NC(=O)CN1C=CC(N2CCOCC2)=CC1=O)B(O)O
73,CC(C)CC(NC(=O)CN1C=CC(N2CCNCC2)=CC1=O)B(O)O,CHEMBL2385813,CC(C)CC(NC(=O)CN1C=CC(N2CCCCC2)=CC1=O)B(O)O
73,CC(C)CC(NC(=O)CN1C=CC(N2CCNCC2)=CC1=O)B(O)O,CHEMBL2385816,C=CCN1CCN(C2=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C2)CC1
74,CCNC1=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C1,CHEMBL2385810,CC(C)CC(NC(=O)CN1C=CC=CC1=O)B(O)O
74,CCNC1=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C1,CHEMBL2385811,CCN(CC)C1=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C1
74,CCNC1=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C1,CHEMBL2385812,CC(C)CC(NC(=O)CN1C=CC(N2CCOCC2)=CC1=O)B(O)O
74,CCNC1=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C1,CHEMBL2385813,CC(C)CC(NC(=O)CN1C=CC(N2CCCCC2)=CC1=O)B(O)O
74,CCNC1=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C1,CHEMBL2385816,C=CCN1CCN(C2=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C2)CC1
74,CCNC1=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C1,CHEMBL2385817,CC(C)CC(NC(=O)CN1C=CC2=NC=CC=C2C1=O)B(O)O
74,CCNC1=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C1,CHEMBL2385819,CC(C)CC(NC(=O)CN1C=C(Br)C2=NC=CC=C2C1=O)B(O)O
74,CCNC1=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C1,CHEMBL2385820,CC(C)CC(NC(=O)CN1C=CC2=C(CCCN2C)C1=O)B(O)O
74,CCNC1=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C1,CHEMBL3287939,CC(C)CC(NC(=O)CN1C=CC2=CC=CC=C2C1=O)B(O)O
74,CCNC1=CC(=O)N(CC(=O)NC(CC(C)C)B(O)O)C=C1,CHEMBL3287943,CC(C)CC(NC(=O)CN1C=CC2=CC=C(Br)C=C2C1=O)B(O)O
75,CC(C)CC(NC(=O)C1=CC(Cl)=CC=C1Cl)B(O)O,CHEMBL1077647,CC(C)CN(C(=O)C1=CC(Cl)=CC=C1Cl)C1CCNC1
75,CC(C)CC(NC(=O)C1=CC(Cl)=CC=C1Cl)B(O)O,CHEMBL2420851,O=C(NC1=CC=NC=C1)C1=CC(Cl)=CC=C1Cl
76,CC(C)CC(NC1=CC=C(NC(=O)CN2C=CC(NC3=CC=CC=C3)=CC2=O)C=C1)B(O)O,CHEMBL3233458,COC1=CC=C(NC(=O)CN2C=CC(NC3=CC=CC=C3)=CC2=O)C=C1
77,CC(C)CC(NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CO)NC(=O)OCC1=CC=CC=C1)C(=O)NC(CCCBr)B(O)O,CHEMBL582947,CC(C)CC(NC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CO)NC(=O)OCC1=CC=CC=C1)B(O)O
78,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CN)NC(=O)CCCCCN)C(=O)NC(CCCBr)B(O)O,CHEMBL2381664,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)CCCCCN)C(=O)NC(CCCBr)B(O)O
79,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(C)NC(=O)C(C)NC(=O)CCCCCN)C(=O)NC(CCCBr)B(O)O,CHEMBL2381663,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(C)NC(=O)CCCCCN)C(=O)NC(CCCBr)B(O)O
80,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(C)NN)C(=O)NC(CCCBr)B(O)O,CHEMBL2381663,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(C)NC(=O)CCCCCN)C(=O)NC(CCCBr)B(O)O
80,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(C)NN)C(=O)NC(CCCBr)B(O)O,CHEMBL2381664,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)CCCCCN)C(=O)NC(CCCBr)B(O)O
81,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(C)NO)C(=O)NC(CCCBr)B(O)O,CHEMBL2381663,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(C)NC(=O)CCCCCN)C(=O)NC(CCCBr)B(O)O
81,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(C)NO)C(=O)NC(CCCBr)B(O)O,CHEMBL2381664,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)CCCCCN)C(=O)NC(CCCBr)B(O)O
82,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)CCCCCN)C(=O)NC(CCCBr)B(O)O,CHEMBL2381665,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)CCCCCN)C(=O)NC(CC(C)C)B(O)O
83,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(N)CC1=CC=CC=C1)C(=O)NC(CCCBr)B(O)O,CHEMBL2381663,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(C)NC(=O)CCCCCN)C(=O)NC(CCCBr)B(O)O
83,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(N)CC1=CC=CC=C1)C(=O)NC(CCCBr)B(O)O,CHEMBL2381664,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)CCCCCN)C(=O)NC(CCCBr)B(O)O
84,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(C)NC(=O)CCCCCN)C(=O)NC(CCCBr)B(O)O,CHEMBL2381669,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(CC1=CC=CC=C1)NC(=O)CCCCCN)C(=O)NC(CCCBr)B(O)O
85,CCCCCC(=O)NC(CC1=CC=CC=C1)C(=O)NC(CO)C(=O)NC(CCC(N)=O)C(=O)NC(CCCC)C(=O)NC(CCCBr)B(O)O,CHEMBL2381669,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(CC1=CC=CC=C1)NC(=O)CCCCCN)C(=O)NC(CCCBr)B(O)O
86,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(CC1=CC=CC=C1)NC(=O)CCCCCNC(=O)CCCCCN)C(=O)NC(CCCBr)B(O)O,CHEMBL2381669,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(CC1=CC=CC=C1)NC(=O)CCCCCN)C(=O)NC(CCCBr)B(O)O
87,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(CC1=CC=CC=C1)NC(=O)CCCCCNN)C(=O)NC(CCCBr)B(O)O,CHEMBL2381669,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(CC1=CC=CC=C1)NC(=O)CCCCCN)C(=O)NC(CCCBr)B(O)O
88,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(CC1=CC=CC=C1)NC(=O)C1=CC=C(I)C=C1)C(=O)NC(CCCBr)B(O)O,CHEMBL2381669,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(CC1=CC=CC=C1)NC(=O)CCCCCN)C(=O)NC(CCCBr)B(O)O
89,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(CC1=CC=CC=C1)NN)C(=O)NC(CCCBr)B(O)O,CHEMBL2381663,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(C)NC(=O)CCCCCN)C(=O)NC(CCCBr)B(O)O
89,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(CC1=CC=CC=C1)NN)C(=O)NC(CCCBr)B(O)O,CHEMBL2381664,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)CCCCCN)C(=O)NC(CCCBr)B(O)O
90,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)CCCCCO)C(=O)NC(CCCBr)B(O)O,CHEMBL2381663,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(C)NC(=O)CCCCCN)C(=O)NC(CCCBr)B(O)O
90,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)CCCCCO)C(=O)NC(CCCBr)B(O)O,CHEMBL2381664,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)CCCCCN)C(=O)NC(CCCBr)B(O)O
91,CCCCC(NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(=O)OCC1=CC=CC=C1)C(=O)NC(CCCBr)B(O)O,CHEMBL2381668,CCCCC(NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CO)NC(=O)OCC1=CC=CC=C1)C(=O)NC(CCCBr)B(O)O
92,CCCCC(NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CO)NC(=O)O)C(=O)NC(CCCBr)B(O)O,CHEMBL2381668,CCCCC(NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CO)NC(=O)OCC1=CC=CC=C1)C(=O)NC(CCCBr)B(O)O
93,CCCCC(NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(COCC1=CC=CC=C1)NC(=O)OCC1=CC=CC=C1)C(=O)NC(CCCBr)B(O)O,CHEMBL2381668,CCCCC(NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CO)NC(=O)OCC1=CC=CC=C1)C(=O)NC(CCCBr)B(O)O
94,CC1=CC(C(C)(C)CN(CC(=O)NCC(=O)NC(CCCC(=N)N)B(O)O)C(=O)CCC2=CC=CC=C2)=CC=C1,CHEMBL270652,CC1=CC=CC(C(C)(C)CN(CC(=O)NCC(=O)NC(CCCNC(=N)N)B(O)O)C(=O)CCC2=CC=CC=C2)=C1
95,CCCCC(NC(=O)C(C)C(=O)C(C)N)B(O)O,CHEMBL194249,CCCCC(NC(=O)C(N)CCCC)B(O)O
95,CCCCC(NC(=O)C(C)C(=O)C(C)N)B(O)O,CHEMBL194250,CCCCC(NC(=O)C(N)C(C)C)B(O)O
95,CCCCC(NC(=O)C(C)C(=O)C(C)N)B(O)O,CHEMBL194354,CCCCC(NC(=O)C(N)CCN)B(O)O
95,CCCCC(NC(=O)C(C)C(=O)C(C)N)B(O)O,CHEMBL194517,CCCCC(NC(=O)C(N)CCCCN)B(O)O
95,CCCCC(NC(=O)C(C)C(=O)C(C)N)B(O)O,CHEMBL194625,CCCCC(NC(=O)C1CCCN1)B(O)O
95,CCCCC(NC(=O)C(C)C(=O)C(C)N)B(O)O,CHEMBL195271,CCCCC(NC(=O)C(N)CC)B(O)O
95,CCCCC(NC(=O)C(C)C(=O)C(C)N)B(O)O,CHEMBL195481,CCCCC(NC(=O)C(C)N)B(O)O
95,CCCCC(NC(=O)C(C)C(=O)C(C)N)B(O)O,CHEMBL196180,CCCCC(NC(=O)C(N)CCC)B(O)O
95,CCCCC(NC(=O)C(C)C(=O)C(C)N)B(O)O,CHEMBL196461,CCCCC(NC(=O)C(N)CN)B(O)O
95,CCCCC(NC(=O)C(C)C(=O)C(C)N)B(O)O,CHEMBL373319,CCCCC(NC(=O)C(N)CCCN)B(O)O
96,CCCCC(NC(=O)C(C)N1C=CC2=C(C=CC=N2)C1=O)B(O)O,CHEMBL195481,CCCCC(NC(=O)C(C)N)B(O)O
96,CCCCC(NC(=O)C(C)N1C=CC2=C(C=CC=N2)C1=O)B(O)O,CHEMBL2385818,CC(C)CC(NC(=O)C(C)N1C=CC2=NC=CC=C2C1=O)B(O)O
97,CCCCC(NC(=O)C(N)CCC(N)=O)B(O)O,CHEMBL194249,CCCCC(NC(=O)C(N)CCCC)B(O)O
97,CCCCC(NC(=O)C(N)CCC(N)=O)B(O)O,CHEMBL194250,CCCCC(NC(=O)C(N)C(C)C)B(O)O
97,CCCCC(NC(=O)C(N)CCC(N)=O)B(O)O,CHEMBL194354,CCCCC(NC(=O)C(N)CCN)B(O)O
97,CCCCC(NC(=O)C(N)CCC(N)=O)B(O)O,CHEMBL194517,CCCCC(NC(=O)C(N)CCCCN)B(O)O
97,CCCCC(NC(=O)C(N)CCC(N)=O)B(O)O,CHEMBL194625,CCCCC(NC(=O)C1CCCN1)B(O)O
97,CCCCC(NC(=O)C(N)CCC(N)=O)B(O)O,CHEMBL195271,CCCCC(NC(=O)C(N)CC)B(O)O
97,CCCCC(NC(=O)C(N)CCC(N)=O)B(O)O,CHEMBL195481,CCCCC(NC(=O)C(C)N)B(O)O
97,CCCCC(NC(=O)C(N)CCC(N)=O)B(O)O,CHEMBL196180,CCCCC(NC(=O)C(N)CCC)B(O)O
97,CCCCC(NC(=O)C(N)CCC(N)=O)B(O)O,CHEMBL196461,CCCCC(NC(=O)C(N)CN)B(O)O
97,CCCCC(NC(=O)C(N)CCC(N)=O)B(O)O,CHEMBL373319,CCCCC(NC(=O)C(N)CCCN)B(O)O
97,CCCCC(NC(=O)C(N)CCC(N)=O)B(O)O,CHEMBL501506,CC(NC(=O)C(N)CCC(N)=O)B(O)O
98,CCCCC(NC(=O)C(N)CCC(=O)O)B(O)O,CHEMBL194249,CCCCC(NC(=O)C(N)CCCC)B(O)O
98,CCCCC(NC(=O)C(N)CCC(=O)O)B(O)O,CHEMBL194250,CCCCC(NC(=O)C(N)C(C)C)B(O)O
98,CCCCC(NC(=O)C(N)CCC(=O)O)B(O)O,CHEMBL194354,CCCCC(NC(=O)C(N)CCN)B(O)O
98,CCCCC(NC(=O)C(N)CCC(=O)O)B(O)O,CHEMBL194517,CCCCC(NC(=O)C(N)CCCCN)B(O)O
98,CCCCC(NC(=O)C(N)CCC(=O)O)B(O)O,CHEMBL194625,CCCCC(NC(=O)C1CCCN1)B(O)O
98,CCCCC(NC(=O)C(N)CCC(=O)O)B(O)O,CHEMBL195271,CCCCC(NC(=O)C(N)CC)B(O)O
98,CCCCC(NC(=O)C(N)CCC(=O)O)B(O)O,CHEMBL195481,CCCCC(NC(=O)C(C)N)B(O)O
98,CCCCC(NC(=O)C(N)CCC(=O)O)B(O)O,CHEMBL196180,CCCCC(NC(=O)C(N)CCC)B(O)O
98,CCCCC(NC(=O)C(N)CCC(=O)O)B(O)O,CHEMBL196461,CCCCC(NC(=O)C(N)CN)B(O)O
98,CCCCC(NC(=O)C(N)CCC(=O)O)B(O)O,CHEMBL2063029,NC(CCC(=O)O)C(=O)N1CC(O)CC1B(O)O
98,CCCCC(NC(=O)C(N)CCC(=O)O)B(O)O,CHEMBL373319,CCCCC(NC(=O)C(N)CCCN)B(O)O
98,CCCCC(NC(=O)C(N)CCC(=O)O)B(O)O,CHEMBL421361,NC(CCC(=O)O)C(=O)NCC(=O)O
98,CCCCC(NC(=O)C(N)CCC(=O)O)B(O)O,CHEMBL447366,CC(NC(=O)C(N)CCC(=O)O)B(O)O
98,CCCCC(NC(=O)C(N)CCC(=O)O)B(O)O,CHEMBL494497,NC(CCC(=O)O)C(=O)N1CCCC1B(O)O
98,CCCCC(NC(=O)C(N)CCC(=O)O)B(O)O,CHEMBL575060,NC(CCC(=O)O)C(=O)O
98,CCCCC(NC(=O)C(N)CCC(=O)O)B(O)O,CHEMBL90074,CC(NC(=O)C(N)CCC(=O)O)C(=O)O
99,CCCCC(NC(=O)C(N)CCCC(=O)O)B(O)O,CHEMBL2063039,NC(CCCC(=O)O)C(=O)N1CC(O)CC1B(O)O
100,CCCCC(NC(=O)C(N)CCCCCS)B(O)O,CHEMBL235911,NC(CCCCCS)C(=O)NC1CCCC1
